date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:32:47	6018/6018	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:47%20GMT	https://csharpexercises.com/library-functions/difficulty	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/library-functions/difficulty.html	(from https://csharpexercises.com/library-functions)
17:32:49	6017/6017	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:48%20GMT	https://csharpexercises.com/library-functions/dateAdded	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/library-functions/dateAdded.html	(from https://csharpexercises.com/library-functions)
17:32:50	6633/6633	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:50%20GMT	https://csharpexercises.com/library-functions/exercise/negative-or-positive	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/library-functions/exercise/negative-or-positive.html	(from https://csharpexercises.com/library-functions)
17:32:52	7171/7171	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:51%20GMT	https://csharpexercises.com/library-functions/exercise/replace-x-with-y	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/library-functions/exercise/replace-x-with-y.html	(from https://csharpexercises.com/library-functions)
17:32:53	6955/6955	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:53%20GMT	https://csharpexercises.com/library-functions/exercise/to-lower-or-to-upper	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/library-functions/exercise/to-lower-or-to-upper.html	(from https://csharpexercises.com/library-functions)
17:32:54	7006/7006	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:54%20GMT	https://csharpexercises.com/library-functions/exercise/if-starts-with-lower-case	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/library-functions/exercise/if-starts-with-lower-case.html	(from https://csharpexercises.com/library-functions)
17:32:57	6266/6266	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:32:58%20GMT	https://csharpexercises.com/regular-expressions/difficulty	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/regular-expressions/difficulty.html	(from https://csharpexercises.com/regular-expressions)
17:33:00	6265/6265	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:00%20GMT	https://csharpexercises.com/regular-expressions/dateAdded	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/regular-expressions/dateAdded.html	(from https://csharpexercises.com/regular-expressions)
17:33:01	6823/6823	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:02%20GMT	https://csharpexercises.com/regular-expressions/exercise/almost-only-letters	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/regular-expressions/exercise/almost-only-letters.html	(from https://csharpexercises.com/regular-expressions)
17:33:02	6840/6840	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:03%20GMT	https://csharpexercises.com/regular-expressions/exercise/check-phone-number	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/regular-expressions/exercise/check-phone-number.html	(from https://csharpexercises.com/regular-expressions)
17:33:03	6919/6919	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:04%20GMT	https://csharpexercises.com/regular-expressions/exercise/decimal-digit-information	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/regular-expressions/exercise/decimal-digit-information.html	(from https://csharpexercises.com/regular-expressions)
17:33:05	6967/6967	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:05%20GMT	https://csharpexercises.com/regular-expressions/exercise/every-word-in-the-string	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/regular-expressions/exercise/every-word-in-the-string.html	(from https://csharpexercises.com/regular-expressions)
17:33:06	6770/6770	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:07%20GMT	https://csharpexercises.com/regular-expressions/exercise/replace-good-with-bad	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/regular-expressions/exercise/replace-good-with-bad.html	(from https://csharpexercises.com/regular-expressions)
17:33:10	8064/8064	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:11%20GMT	https://csharpexercises.com/linq/difficulty	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/linq/difficulty.html	(from https://csharpexercises.com/linq)
17:33:12	8063/8063	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:12%20GMT	https://csharpexercises.com/linq/dateAdded	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/linq/dateAdded.html	(from https://csharpexercises.com/linq)
17:33:13	6396/6396	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:13%20GMT	https://csharpexercises.com/linq/exercise/numbers-from-range	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/linq/exercise/numbers-from-range.html	(from https://csharpexercises.com/linq)
17:33:16	6515/6515	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:16%20GMT	https://csharpexercises.com/linq/exercise/minimum-length	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/linq/exercise/minimum-length.html	(from https://csharpexercises.com/linq)
17:33:19	6614/6614	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:19%20GMT	https://csharpexercises.com/linq/exercise/select-words	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/linq/exercise/select-words.html	(from https://csharpexercises.com/linq)
17:33:22	6368/6368	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:22%20GMT	https://csharpexercises.com/linq/exercise/top-5-numbers	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/linq/exercise/top-5-numbers.html	(from https://csharpexercises.com/linq)
17:33:24	6389/6389	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:23%20GMT	https://csharpexercises.com/linq/exercise/square-greater-than-20	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/linq/exercise/square-greater-than-20.html	(from https://csharpexercises.com/linq)
17:33:25	6577/6577	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:25%20GMT	https://csharpexercises.com/linq/exercise/replace-substring	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/linq/exercise/replace-substring.html	(from https://csharpexercises.com/linq)
17:33:28	6319/6319	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:27%20GMT	https://csharpexercises.com/linq/exercise/uppercase-only	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/linq/exercise/uppercase-only.html	(from https://csharpexercises.com/linq)
17:33:30	6228/6228	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:30%20GMT	https://csharpexercises.com/linq/exercise/arrays-dot-product	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/linq/exercise/arrays-dot-product.html	(from https://csharpexercises.com/linq)
17:33:32	6550/6550	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:32%20GMT	https://csharpexercises.com/linq/exercise/frequency-of-letters	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/linq/exercise/frequency-of-letters.html	(from https://csharpexercises.com/linq)
17:33:33	6436/6436	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:34%20GMT	https://csharpexercises.com/linq/exercise/shuffle-an-array	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/linq/exercise/shuffle-an-array.html	(from https://csharpexercises.com/linq)
17:33:35	6706/6706	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:35%20GMT	https://csharpexercises.com/linq/exercise/decrypt-number	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/linq/exercise/decrypt-number.html	(from https://csharpexercises.com/linq)
17:33:36	6305/6305	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:37%20GMT	https://csharpexercises.com/linq/exercise/most-frequent-character	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/linq/exercise/most-frequent-character.html	(from https://csharpexercises.com/linq)
17:33:37	7056/7056	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:38%20GMT	https://csharpexercises.com/linq/exercise/transpose-an-array	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/linq/exercise/transpose-an-array.html	(from https://csharpexercises.com/linq)
17:33:39	6243/6243	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:40%20GMT	https://csharpexercises.com/linq/exercise/days-names	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/linq/exercise/days-names.html	(from https://csharpexercises.com/linq)
17:33:41	6402/6402	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:42%20GMT	https://csharpexercises.com/linq/exercise/double-letters	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/linq/exercise/double-letters.html	(from https://csharpexercises.com/linq)
17:33:44	5340/5340	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:44%20GMT	https://csharpexercises.com/miscellaneous/difficulty	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/miscellaneous/difficulty.html	(from https://csharpexercises.com/miscellaneous)
17:33:45	5339/5339	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:46%20GMT	https://csharpexercises.com/miscellaneous/dateAdded	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/miscellaneous/dateAdded.html	(from https://csharpexercises.com/miscellaneous)
17:33:47	6266/6266	---MCZ	200	added ('OK')	text/html	date:Sun,%2007%20Feb%202021%2012:33:47%20GMT	https://csharpexercises.com/miscellaneous/exercise/how-many-days	F:/IT/CSharp/csharpexercises/csharpexercises_offline/csharpexercises.com/miscellaneous/exercise/how-many-days.html	(from https://csharpexercises.com/miscellaneous)
